Date,FIPS,Admin2,schooling,text,infect,perc_infected
2020-12-19,27045.0,Fillmore,Elem. & MS/HS distance,County: Fillmore<br>MN Dept of <br>Health Statistic:    90.66<br>Trending:             Downward<br>Percent Infected:      4.69<br>New Cases / Total Cases: 23 / 989<br>New Deaths/ Total Deaths:         0 / 0,Less than 5%,4.694545972373855
2020-12-19,27047.0,Freeborn,Elem. & MS/HS distance,County: Freeborn<br>MN Dept of <br>Health Statistic:    58.78<br>Trending:             Downward<br>Percent Infected:      6.11<br>New Cases / Total Cases: 4 / 1851<br>New Deaths/ Total Deaths:         0 / 16,Between 5% and 10%,6.112743964862455
2020-12-19,27049.0,Goodhue,Elem. & MS/HS distance,County: Goodhue<br>MN Dept of <br>Health Statistic:    97.32<br>Trending:             Downward<br>Percent Infected:      6.01<br>New Cases / Total Cases: 30 / 2783<br>New Deaths/ Total Deaths:         0 / 37,Between 5% and 10%,6.0056107034959
2020-12-19,27051.0,Grant,Elem. & MS/HS distance,County: Grant<br>MN Dept of <br>Health Statistic:    72.0<br>Trending:             Downward<br>Percent Infected:      5.93<br>New Cases / Total Cases: 4 / 354<br>New Deaths/ Total Deaths:         0 / 7,Between 5% and 10%,5.927662424648359
2020-12-19,27053.0,Hennepin,Elem. & MS/HS distance,County: Hennepin<br>MN Dept of <br>Health Statistic:    77.36<br>Trending:             Downward<br>Percent Infected:      6.49<br>New Cases / Total Cases: 513 / 82158<br>New Deaths/ Total Deaths:         12 / 1300,Between 5% and 10%,6.490378348657772
2020-12-19,27055.0,Houston,Armageddon?,County: Houston<br>MN Dept of <br>Health Statistic:    125.81<br>Trending:             Downward<br>Percent Infected:      5.74<br>New Cases / Total Cases: 9 / 1067<br>New Deaths/ Total Deaths:         0 / 9,Between 5% and 10%,5.736559139784946
2020-12-19,27057.0,Hubbard,Elem. & MS/HS distance,County: Hubbard<br>MN Dept of <br>Health Statistic:    54.44<br>Trending:             Downward<br>Percent Infected:      6.24<br>New Cases / Total Cases: 11 / 1342<br>New Deaths/ Total Deaths:         0 / 34,Between 5% and 10%,6.2444744311572284
2020-12-19,27059.0,Isanti,Elem. & MS/HS distance,County: Isanti<br>MN Dept of <br>Health Statistic:    95.33<br>Trending:             Downward<br>Percent Infected:      6.14<br>New Cases / Total Cases: 10 / 2491<br>New Deaths/ Total Deaths:         0 / 26,Between 5% and 10%,6.136072519460045
2020-12-19,27061.0,Itasca,Elem. & MS/HS distance,County: Itasca<br>MN Dept of <br>Health Statistic:    86.86<br>Trending:             Downward<br>Percent Infected:      5.69<br>New Cases / Total Cases: 30 / 2570<br>New Deaths/ Total Deaths:         1 / 31,Between 5% and 10%,5.694659871482385
2020-12-19,27063.0,Jackson,Armageddon?,County: Jackson<br>MN Dept of <br>Health Statistic:    159.46<br>Trending:             Downward<br>Percent Infected:      7.4<br>New Cases / Total Cases: 4 / 729<br>New Deaths/ Total Deaths:         0 / 4,Between 5% and 10%,7.404021937842779
2020-12-19,27065.0,Kanabec,Elem. & MS/HS distance,County: Kanabec<br>MN Dept of <br>Health Statistic:    94.26<br>Trending:             Downward<br>Percent Infected:      5.42<br>New Cases / Total Cases: 9 / 885<br>New Deaths/ Total Deaths:         0 / 18,Between 5% and 10%,5.417151251759809
2020-12-19,27067.0,Kandiyohi,Armageddon?,County: Kandiyohi<br>MN Dept of <br>Health Statistic:    130.33<br>Trending:             Downward<br>Percent Infected:      12.01<br>New Cases / Total Cases: 37 / 5188<br>New Deaths/ Total Deaths:         1 / 54,Between 10% and 15%,12.009537257806894
2020-12-19,27069.0,Kittson,Armageddon?,County: Kittson<br>MN Dept of <br>Health Statistic:    153.56<br>Trending:             Downward<br>Percent Infected:      7.75<br>New Cases / Total Cases: 2 / 333<br>New Deaths/ Total Deaths:         0 / 16,Between 5% and 10%,7.747789669613774
2020-12-19,27071.0,Koochiching,Elem. & MS/HS distance,County: Koochiching<br>MN Dept of <br>Health Statistic:    63.78<br>Trending:             Downward<br>Percent Infected:      4.26<br>New Cases / Total Cases: 6 / 521<br>New Deaths/ Total Deaths:         0 / 8,Less than 5%,4.260364706844387
2020-12-19,27073.0,Lac qui Parle,Armageddon?,County: Lac qui Parle<br>MN Dept of <br>Health Statistic:    178.17<br>Trending:             Downward<br>Percent Infected:      8.36<br>New Cases / Total Cases: 8 / 554<br>New Deaths/ Total Deaths:         0 / 12,Between 5% and 10%,8.364789370375963
2020-12-19,27075.0,Lake,"Elem. hybrid, MS/HS distance",County: Lake<br>MN Dept of <br>Health Statistic:    48.87<br>Trending:             Downward<br>Percent Infected:      4.83<br>New Cases / Total Cases: 7 / 514<br>New Deaths/ Total Deaths:         0 / 14,Less than 5%,4.83037308523635
2020-12-19,27077.0,Lake of the Woods,Elem. & MS/HS distance,County: Lake of the Woods<br>MN Dept of <br>Health Statistic:    74.87<br>Trending:             Downward<br>Percent Infected:      3.8<br>New Cases / Total Cases: 1 / 142<br>New Deaths/ Total Deaths:         0 / 1,Less than 5%,3.7967914438502675
2020-12-19,27079.0,Le Sueur,Elem. & MS/HS distance,County: Le Sueur<br>MN Dept of <br>Health Statistic:    74.08<br>Trending:             Downward<br>Percent Infected:      6.41<br>New Cases / Total Cases: 14 / 1853<br>New Deaths/ Total Deaths:         0 / 14,Between 5% and 10%,6.414650188666182
2020-12-19,27081.0,Lincoln,Elem. & MS/HS distance,County: Lincoln<br>MN Dept of <br>Health Statistic:    67.39<br>Trending:             Downward<br>Percent Infected:      7.73<br>New Cases / Total Cases: 3 / 436<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 10%,7.731867352367441
2020-12-19,27083.0,Lyon,Armageddon?,County: Lyon<br>MN Dept of <br>Health Statistic:    117.37<br>Trending:             Downward<br>Percent Infected:      10.59<br>New Cases / Total Cases: 14 / 2697<br>New Deaths/ Total Deaths:         0 / 26,Between 10% and 15%,10.587265447122556
2020-12-19,27087.0,Mahnomen,Elem. & MS/HS distance,County: Mahnomen<br>MN Dept of <br>Health Statistic:    66.94<br>Trending:             Downward<br>Percent Infected:      6.62<br>New Cases / Total Cases: 0 / 366<br>New Deaths/ Total Deaths:         0 / 6,Between 5% and 10%,6.6220372715759
2020-12-19,27089.0,Marshall,Armageddon?,County: Marshall<br>MN Dept of <br>Health Statistic:    101.76<br>Trending:             Downward<br>Percent Infected:      7.02<br>New Cases / Total Cases: 3 / 655<br>New Deaths/ Total Deaths:         0 / 11,Between 5% and 10%,7.015852613538989
2020-12-19,27091.0,Martin,Elem. & MS/HS distance,County: Martin<br>MN Dept of <br>Health Statistic:    98.05<br>Trending:             Downward<br>Percent Infected:      7.59<br>New Cases / Total Cases: 15 / 1494<br>New Deaths/ Total Deaths:         0 / 23,Between 5% and 10%,7.590306355738455
2020-12-19,27085.0,McLeod,Armageddon?,County: McLeod<br>MN Dept of <br>Health Statistic:    125.09<br>Trending:             Downward<br>Percent Infected:      8.17<br>New Cases / Total Cases: 17 / 2932<br>New Deaths/ Total Deaths:         0 / 33,Between 5% and 10%,8.168723706572312
2020-12-19,27093.0,Meeker,Armageddon?,County: Meeker<br>MN Dept of <br>Health Statistic:    104.64<br>Trending:             Downward<br>Percent Infected:      7.71<br>New Cases / Total Cases: 11 / 1791<br>New Deaths/ Total Deaths:         1 / 29,Between 5% and 10%,7.712513995349238
2020-12-19,27095.0,Mille Lacs,Elem. & MS/HS distance,County: Mille Lacs<br>MN Dept of <br>Health Statistic:    92.86<br>Trending:             Downward<br>Percent Infected:      7.41<br>New Cases / Total Cases: 13 / 1948<br>New Deaths/ Total Deaths:         2 / 41,Between 5% and 10%,7.413327244358184
2020-12-19,27097.0,Morrison,Elem. & MS/HS distance,County: Morrison<br>MN Dept of <br>Health Statistic:    77.88<br>Trending:             Downward<br>Percent Infected:      8.45<br>New Cases / Total Cases: 17 / 2822<br>New Deaths/ Total Deaths:         0 / 37,Between 5% and 10%,8.452644821182531
2020-12-19,27099.0,Mower,Elem. & MS/HS distance,County: Mower<br>MN Dept of <br>Health Statistic:    85.87<br>Trending:             Downward<br>Percent Infected:      8.0<br>New Cases / Total Cases: 18 / 3205<br>New Deaths/ Total Deaths:         0 / 23,Between 5% and 10%,8.000099845239879
2020-12-19,27101.0,Murray,Armageddon?,County: Murray<br>MN Dept of <br>Health Statistic:    107.4<br>Trending:             Downward<br>Percent Infected:      8.8<br>New Cases / Total Cases: 2 / 721<br>New Deaths/ Total Deaths:         0 / 5,Between 5% and 10%,8.799121308274348
2020-12-19,27103.0,Nicollet,"Elem. hybrid, MS/HS distance",County: Nicollet<br>MN Dept of <br>Health Statistic:    49.89<br>Trending:             Downward<br>Percent Infected:      5.72<br>New Cases / Total Cases: 10 / 1959<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.715702865145591
2020-12-19,27105.0,Nobles,Armageddon?,County: Nobles<br>MN Dept of <br>Health Statistic:    113.74<br>Trending:             Downward<br>Percent Infected:      15.98<br>New Cases / Total Cases: 7 / 3456<br>New Deaths/ Total Deaths:         0 / 42,Between 15% and 20%,15.978547320726802
2020-12-19,27107.0,Norman,"Elem. hybrid, MS/HS distance",County: Norman<br>MN Dept of <br>Health Statistic:    36.08<br>Trending:             Downward<br>Percent Infected:      6.31<br>New Cases / Total Cases: 0 / 402<br>New Deaths/ Total Deaths:         0 / 8,Between 5% and 10%,6.305882352941176
2020-12-19,27109.0,Olmsted,Elem. & MS/HS distance,County: Olmsted<br>MN Dept of <br>Health Statistic:    75.62<br>Trending:             Downward<br>Percent Infected:      5.39<br>New Cases / Total Cases: 114 / 8537<br>New Deaths/ Total Deaths:         1 / 48,Between 5% and 10%,5.393163311075032
2020-12-19,27111.0,Otter Tail,Elem. & MS/HS distance,County: Otter Tail<br>MN Dept of <br>Health Statistic:    86.47<br>Trending:             Downward<br>Percent Infected:      6.87<br>New Cases / Total Cases: 28 / 4034<br>New Deaths/ Total Deaths:         2 / 43,Between 5% and 10%,6.866850508970823
2020-12-19,27113.0,Pennington,Elem. & MS/HS distance,County: Pennington<br>MN Dept of <br>Health Statistic:    70.83<br>Trending:             Downward<br>Percent Infected:      6.13<br>New Cases / Total Cases: 2 / 865<br>New Deaths/ Total Deaths:         0 / 12,Between 5% and 10%,6.1264962107798
2020-12-19,27115.0,Pine,Armageddon?,County: Pine<br>MN Dept of <br>Health Statistic:    245.11<br>Trending:             Upward<br>Percent Infected:      7.6<br>New Cases / Total Cases: 19 / 2248<br>New Deaths/ Total Deaths:         0 / 11,Between 5% and 10%,7.59998647689239
2020-12-19,27117.0,Pipestone,Elem. & MS/HS distance,County: Pipestone<br>MN Dept of <br>Health Statistic:    77.8<br>Trending:             Downward<br>Percent Infected:      9.34<br>New Cases / Total Cases: 2 / 852<br>New Deaths/ Total Deaths:         0 / 18,Between 5% and 10%,9.335963182117029
2020-12-19,27119.0,Polk,Armageddon?,County: Polk<br>MN Dept of <br>Health Statistic:    102.35<br>Trending:             Downward<br>Percent Infected:      9.93<br>New Cases / Total Cases: 9 / 3114<br>New Deaths/ Total Deaths:         1 / 46,Between 5% and 10%,9.928580538196659
2020-12-19,27121.0,Pope,Elem. & MS/HS distance,County: Pope<br>MN Dept of <br>Health Statistic:    64.01<br>Trending:             Downward<br>Percent Infected:      5.91<br>New Cases / Total Cases: 2 / 665<br>New Deaths/ Total Deaths:         0 / 3,Between 5% and 10%,5.911636589919104
2020-12-19,27123.0,Ramsey,Elem. & MS/HS distance,County: Ramsey<br>MN Dept of <br>Health Statistic:    86.75<br>Trending:             Downward<br>Percent Infected:      6.4<br>New Cases / Total Cases: 247 / 35208<br>New Deaths/ Total Deaths:         5 / 623,Between 5% and 10%,6.397720603066211
2020-12-19,27125.0,Red Lake,Armageddon?,County: Red Lake<br>MN Dept of <br>Health Statistic:    101.11<br>Trending:             Downward<br>Percent Infected:      7.13<br>New Cases / Total Cases: 3 / 289<br>New Deaths/ Total Deaths:         0 / 3,Between 5% and 10%,7.127003699136868
2020-12-19,27127.0,Redwood,Armageddon?,County: Redwood<br>MN Dept of <br>Health Statistic:    108.11<br>Trending:             Downward<br>Percent Infected:      8.3<br>New Cases / Total Cases: 13 / 1259<br>New Deaths/ Total Deaths:         1 / 26,Between 5% and 10%,8.299274884640738
2020-12-19,27129.0,Renville,Armageddon?,County: Renville<br>MN Dept of <br>Health Statistic:    131.98<br>Trending:             Downward<br>Percent Infected:      8.42<br>New Cases / Total Cases: 10 / 1225<br>New Deaths/ Total Deaths:         0 / 35,Between 5% and 10%,8.420401429749793
2020-12-19,27131.0,Rice,Elem. & MS/HS distance,County: Rice<br>MN Dept of <br>Health Statistic:    93.02<br>Trending:             Downward<br>Percent Infected:      7.69<br>New Cases / Total Cases: 42 / 5150<br>New Deaths/ Total Deaths:         0 / 47,Between 5% and 10%,7.6897808039180555
2020-12-19,27133.0,Rock,Armageddon?,County: Rock<br>MN Dept of <br>Health Statistic:    139.56<br>Trending:             Downward<br>Percent Infected:      10.65<br>New Cases / Total Cases: 8 / 992<br>New Deaths/ Total Deaths:         0 / 10,Between 10% and 15%,10.649490069779924
2020-12-19,27135.0,Roseau,Armageddon?,County: Roseau<br>MN Dept of <br>Health Statistic:    129.24<br>Trending:             Downward<br>Percent Infected:      10.29<br>New Cases / Total Cases: 10 / 1560<br>New Deaths/ Total Deaths:         0 / 13,Between 10% and 15%,10.286844708209694
2020-12-19,27139.0,Scott,Elem. & MS/HS distance,County: Scott<br>MN Dept of <br>Health Statistic:    80.13<br>Trending:             Downward<br>Percent Infected:      7.02<br>New Cases / Total Cases: 56 / 10468<br>New Deaths/ Total Deaths:         1 / 73,Between 5% and 10%,7.024890445800031
2020-12-19,27141.0,Sherburne,Elem. & MS/HS distance,County: Sherburne<br>MN Dept of <br>Health Statistic:    95.02<br>Trending:             Downward<br>Percent Infected:      7.51<br>New Cases / Total Cases: 40 / 7303<br>New Deaths/ Total Deaths:         1 / 52,Between 5% and 10%,7.510438306012053
2020-12-19,27143.0,Sibley,Elem. & MS/HS distance,County: Sibley<br>MN Dept of <br>Health Statistic:    64.58<br>Trending:             Downward<br>Percent Infected:      6.45<br>New Cases / Total Cases: 2 / 959<br>New Deaths/ Total Deaths:         0 / 4,Between 5% and 10%,6.451395896400942
2020-12-19,27137.0,St. Louis,Elem. & MS/HS distance,County: St. Louis<br>MN Dept of <br>Health Statistic:    86.5<br>Trending:             Downward<br>Percent Infected:      5.88<br>New Cases / Total Cases: 144 / 11705<br>New Deaths/ Total Deaths:         0 / 177,Between 5% and 10%,5.879841261867685
2020-12-19,27145.0,Stearns,Elem. & MS/HS distance,County: Stearns<br>MN Dept of <br>Health Statistic:    89.28<br>Trending:             Downward<br>Percent Infected:      10.15<br>New Cases / Total Cases: 69 / 16354<br>New Deaths/ Total Deaths:         2 / 157,Between 10% and 15%,10.153034300791557
2020-12-19,27147.0,Steele,Elem. & MS/HS distance,County: Steele<br>MN Dept of <br>Health Statistic:    60.3<br>Trending:             Downward<br>Percent Infected:      6.58<br>New Cases / Total Cases: 13 / 2412<br>New Deaths/ Total Deaths:         0 / 9,Between 5% and 10%,6.581352833638026
2020-12-19,27149.0,Stevens,Elem. & MS/HS distance,County: Stevens<br>MN Dept of <br>Health Statistic:    79.55<br>Trending:             Downward<br>Percent Infected:      6.49<br>New Cases / Total Cases: 2 / 636<br>New Deaths/ Total Deaths:         0 / 5,Between 5% and 10%,6.486486486486487
2020-12-19,27151.0,Swift,Elem. & MS/HS distance,County: Swift<br>MN Dept of <br>Health Statistic:    96.05<br>Trending:             Downward<br>Percent Infected:      8.26<br>New Cases / Total Cases: 8 / 765<br>New Deaths/ Total Deaths:         0 / 14,Between 5% and 10%,8.255989639542413
2020-12-19,27153.0,Todd,Elem. & MS/HS distance,County: Todd<br>MN Dept of <br>Health Statistic:    85.14<br>Trending:             Downward<br>Percent Infected:      8.82<br>New Cases / Total Cases: 22 / 2175<br>New Deaths/ Total Deaths:         0 / 21,Between 5% and 10%,8.818520921180669
2020-12-19,27155.0,Traverse,Armageddon?,County: Traverse<br>MN Dept of <br>Health Statistic:    104.33<br>Trending:             Upward<br>Percent Infected:      5.98<br>New Cases / Total Cases: 4 / 195<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 10%,5.983430500153421
2020-12-19,27157.0,Wabasha,Armageddon?,County: Wabasha<br>MN Dept of <br>Health Statistic:    104.5<br>Trending:             Downward<br>Percent Infected:      6.44<br>New Cases / Total Cases: 19 / 1393<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 10%,6.4410227955796
2020-12-19,27159.0,Wadena,Armageddon?,County: Wadena<br>MN Dept of <br>Health Statistic:    117.67<br>Trending:             Downward<br>Percent Infected:      7.75<br>New Cases / Total Cases: 14 / 1061<br>New Deaths/ Total Deaths:         0 / 10,Between 5% and 10%,7.754714223066803
2020-12-19,27161.0,Waseca,Elem. & MS/HS distance,County: Waseca<br>MN Dept of <br>Health Statistic:    92.41<br>Trending:             Downward<br>Percent Infected:      8.78<br>New Cases / Total Cases: 15 / 1635<br>New Deaths/ Total Deaths:         0 / 12,Between 5% and 10%,8.784655061250806
2020-12-19,27163.0,Washington,Elem. & MS/HS distance,County: Washington<br>MN Dept of <br>Health Statistic:    86.15<br>Trending:             Downward<br>Percent Infected:      6.69<br>New Cases / Total Cases: 117 / 17568<br>New Deaths/ Total Deaths:         4 / 167,Between 5% and 10%,6.694101508916324
2020-12-19,27165.0,Watonwan,Elem. & MS/HS distance,County: Watonwan<br>MN Dept of <br>Health Statistic:    82.59<br>Trending:             Downward<br>Percent Infected:      9.31<br>New Cases / Total Cases: 6 / 1015<br>New Deaths/ Total Deaths:         0 / 5,Between 5% and 10%,9.31449022666789
2020-12-19,27167.0,Wilkin,Armageddon?,County: Wilkin<br>MN Dept of <br>Health Statistic:    177.22<br>Trending:             Downward<br>Percent Infected:      9.01<br>New Cases / Total Cases: 5 / 559<br>New Deaths/ Total Deaths:         1 / 6,Between 5% and 10%,9.005961011760915
2020-12-19,27169.0,Winona,Elem. & MS/HS distance,County: Winona<br>MN Dept of <br>Health Statistic:    70.12<br>Trending:             Downward<br>Percent Infected:      6.74<br>New Cases / Total Cases: 19 / 3401<br>New Deaths/ Total Deaths:         0 / 42,Between 5% and 10%,6.736787893193883
2020-12-19,27171.0,Wright,Armageddon?,County: Wright<br>MN Dept of <br>Health Statistic:    103.77<br>Trending:             Downward<br>Percent Infected:      7.43<br>New Cases / Total Cases: 90 / 10285<br>New Deaths/ Total Deaths:         1 / 72,Between 5% and 10%,7.432593566849983
2020-12-19,27173.0,Yellow Medicine,Elem. & MS/HS distance,County: Yellow Medicine<br>MN Dept of <br>Health Statistic:    96.82<br>Trending:             Downward<br>Percent Infected:      8.48<br>New Cases / Total Cases: 11 / 823<br>New Deaths/ Total Deaths:         0 / 14,Between 5% and 10%,8.476671129879493
2020-12-19,0,NA,Armageddon?,N,,
,0,NA,Elem. & MS/HS in-person,N,,
,0,NA,"Elem. in-person, MS/HS hybrid",N,,
,0,NA,Elem. & MS/HS hybrid,N,,
,0,NA,"Elem. hybrid, MS/HS distance",N,,
,0,NA,Elem. & MS/HS distance,N,,
,0,NA,Armageddon?,N,,
,0,NA,,N,Less than 5%,
,0,NA,,N,Between 5% and 10%,
,0,NA,,N,Between 10% and 15%,
,0,NA,,N,Between 15% and 20%,
