index,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,Date,Incident_Rate,Case_Fatality_Ratio,Countyname,pop2010,pop2019,month,new_cases,new_cases_rolling,new_deaths,new_deaths_rolling,perc_infected,infect,schooling,change,herd_days,max_herd_days,new_cases_MNDH,ratio,new_cases_21days,new_cases_7days,new_cases_MNDH_previous,ratio_previous,trend,text
10.0,27001.0,Aitkin,Minnesota,US,2020-11-14 05:25:37,46.60962049,-93.41168259999999,418.0,10.0,0.0,408.0,"Aitkin, Minnesota, US",,,2020-11-13,2631.2476394309456,2.392344497607656,Aitkin,16192.0,15886.0,November 2020,22.0,18.428571428571427,1.0,0.7142857142857143,2.6312476394309456,Less than 5%,Elem. & MS/HS in-person,0.11600510782180178,666.9426356589147,1272.3630769230788,0.0,0.0,0.0,129.0,-129.0,-81.20357547526123,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      2.63<br>New Cases / Total Cases: 22 / 418<br>New Deaths/ Total Deaths:         1 / 10
11.0,27001.0,Aitkin,Minnesota,US,2020-11-15 05:26:53,46.60962049,-93.41168259999999,458.0,12.0,0.0,446.0,"Aitkin, Minnesota, US",,,2020-11-14,2883.0416719123755,2.6200873362445414,Aitkin,16192.0,15886.0,November 2020,40.0,19.285714285714285,2.0,1.0,2.8830416719123755,Less than 5%,Elem. & MS/HS in-person,0.12140069423211809,635.2266666666668,1272.3630769230788,0.0,0.0,0.0,135.0,-135.0,-84.98048596248269,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      2.88<br>New Cases / Total Cases: 40 / 458<br>New Deaths/ Total Deaths:         2 / 12
12.0,27001.0,Aitkin,Minnesota,US,2020-11-16 05:25:57,46.60962049,-93.41168259999999,490.0,13.0,0.0,477.0,"Aitkin, Minnesota, US",,,2020-11-15,3084.4768978975208,2.653061224489796,Aitkin,16192.0,15886.0,November 2020,32.0,21.0,1.0,1.1428571428571428,3.08447689789752,Less than 5%,Elem. & MS/HS in-person,0.13219186705275085,581.8476190476191,1272.3630769230788,0.0,0.0,0.0,147.0,-147.0,-92.53430693692559,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      3.08<br>New Cases / Total Cases: 32 / 490<br>New Deaths/ Total Deaths:         1 / 13
13.0,27001.0,Aitkin,Minnesota,US,2020-11-17 05:25:54,46.60962049,-93.41168259999999,523.0,13.0,0.0,510.0,"Aitkin, Minnesota, US",,,2020-11-16,3292.2069746946995,2.48565965583174,Aitkin,16192.0,15886.0,November 2020,33.0,25.0,0.0,0.8571428571428571,3.2922069746947,Less than 5%,Armageddon?,0.15737127030089385,487.43200000000013,1272.3630769230788,274.0,172.47891224977968,0.0,175.0,-175.0,-110.1598892106257,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    172.48<br>Trending:             Upward<br>Percent Infected:      3.29<br>New Cases / Total Cases: 33 / 523<br>New Deaths/ Total Deaths:         0 / 13
14.0,27001.0,Aitkin,Minnesota,US,2020-11-18 05:40:31,46.60962049,-93.41168259999999,537.0,13.0,0.0,524.0,"Aitkin, Minnesota, US",,,2020-11-17,3380.3348860632013,2.4208566108007448,Aitkin,16192.0,15886.0,November 2020,14.0,24.571428571428573,0.0,0.7142857142857143,3.3803348860632,Less than 5%,Armageddon?,0.15467347709573565,495.36395348837226,1272.3630769230788,288.0,181.29170338662973,0.0,172.0,-172.0,-108.27143396701499,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    181.29<br>Trending:             Upward<br>Percent Infected:      3.38<br>New Cases / Total Cases: 14 / 537<br>New Deaths/ Total Deaths:         0 / 13
15.0,27001.0,Aitkin,Minnesota,US,2020-11-19 05:25:23,46.60962049,-93.41168259999999,548.0,15.0,0.0,533.0,"Aitkin, Minnesota, US",,,2020-11-18,3449.578244995593,2.7372262773722627,Aitkin,16192.0,15886.0,November 2020,11.0,23.285714285714285,2.0,1.0,3.4495782449955934,Less than 5%,Armageddon?,0.1465800974802611,522.2429447852762,1272.3630769230788,282.0,177.5147928994083,0.0,163.0,-163.0,-102.60606823618281,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    177.51<br>Trending:             Upward<br>Percent Infected:      3.45<br>New Cases / Total Cases: 11 / 548<br>New Deaths/ Total Deaths:         2 / 15
16.0,27001.0,Aitkin,Minnesota,US,2020-11-20 05:26:28,46.60962049,-93.41168259999999,563.0,18.0,0.0,545.0,"Aitkin, Minnesota, US",,,2020-11-19,3544.00100717613,3.197158081705151,Aitkin,16192.0,15886.0,November 2020,15.0,23.857142857142858,3.0,1.2857142857142858,3.54400100717613,Less than 5%,Armageddon?,0.15017715508713872,509.10538922155683,1272.3630769230788,289.0,181.9211884678333,0.0,167.0,-167.0,-105.1240085609971,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    181.92<br>Trending:             Upward<br>Percent Infected:      3.54<br>New Cases / Total Cases: 15 / 563<br>New Deaths/ Total Deaths:         3 / 18
17.0,27001.0,Aitkin,Minnesota,US,2020-11-21 05:25:51,46.60962049,-93.41168259999999,594.0,19.0,0.0,575.0,"Aitkin, Minnesota, US",,,2020-11-20,3739.141382349239,3.1986531986531985,Aitkin,16192.0,15886.0,November 2020,31.0,25.142857142857142,1.0,1.2857142857142858,3.7391413823492385,Less than 5%,Armageddon?,0.15827053470261326,481.8386363636364,1272.3630769230788,305.0,191.99294976709052,0.0,176.0,-176.0,-110.78937429182929,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    191.99<br>Trending:             Upward<br>Percent Infected:      3.74<br>New Cases / Total Cases: 31 / 594<br>New Deaths/ Total Deaths:         1 / 19
18.0,27001.0,Aitkin,Minnesota,US,2020-11-22 05:25:45,46.60962049,-93.41168259999999,616.0,21.0,0.0,595.0,"Aitkin, Minnesota, US",,,2020-11-21,3877.6281002140254,3.4090909090909087,Aitkin,16192.0,15886.0,November 2020,22.0,22.571428571428573,2.0,1.2857142857142858,3.8776281002140247,Less than 5%,Armageddon?,0.14208377547166418,535.7569620253165,1272.3630769230788,293.0,184.4391287926476,0.0,158.0,-158.0,-99.45864283016492,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    184.44<br>Trending:             Upward<br>Percent Infected:      3.88<br>New Cases / Total Cases: 22 / 616<br>New Deaths/ Total Deaths:         2 / 21
19.0,27001.0,Aitkin,Minnesota,US,2020-11-23 05:25:26,46.60962049,-93.41168259999999,647.0,22.0,0.0,625.0,"Aitkin, Minnesota, US",,,2020-11-22,4072.768475387134,3.4003091190108186,Aitkin,16192.0,15886.0,November 2020,31.0,22.428571428571427,1.0,1.2857142857142858,4.072768475387133,Less than 5%,Armageddon?,0.14118451106994476,537.7872611464969,1272.3630769230788,304.0,191.36346468588695,0.0,157.0,-157.0,-98.82915774896135,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    191.36<br>Trending:             Upward<br>Percent Infected:      4.07<br>New Cases / Total Cases: 31 / 647<br>New Deaths/ Total Deaths:         1 / 22
20.0,27001.0,Aitkin,Minnesota,US,2020-11-24 05:27:31,46.60962049,-93.41168259999999,689.0,23.0,0.0,666.0,"Aitkin, Minnesota, US",,,2020-11-23,4337.152209492635,3.3381712626995648,Aitkin,16192.0,15886.0,November 2020,42.0,23.714285714285715,1.0,1.4285714285714286,4.337152209492635,Less than 5%,Armageddon?,0.14927789068541936,506.8590361445782,1272.3630769230788,341.0,214.65441269041924,440.0,166.0,274.0,172.47891224977968,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    214.65<br>Trending:             Upward<br>Percent Infected:      4.34<br>New Cases / Total Cases: 42 / 689<br>New Deaths/ Total Deaths:         1 / 23
21.0,27001.0,Aitkin,Minnesota,US,2020-11-25 05:27:20,46.60962049,-93.41168259999999,692.0,24.0,0.0,668.0,"Aitkin, Minnesota, US",,,2020-11-24,4356.0367619287435,3.4682080924855487,Aitkin,16192.0,15886.0,November 2020,3.0,22.142857142857142,1.0,1.5714285714285714,4.356036761928742,Less than 5%,Armageddon?,0.13938598226650598,542.6941935483871,1272.3630769230788,327.0,205.84162155356918,443.0,155.0,288.0,181.29170338662973,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    205.84<br>Trending:             Upward<br>Percent Infected:      4.36<br>New Cases / Total Cases: 3 / 692<br>New Deaths/ Total Deaths:         1 / 24
22.0,27001.0,Aitkin,Minnesota,US,2020-11-26 05:27:44,46.60962049,-93.41168259999999,698.0,26.0,0.0,672.0,"Aitkin, Minnesota, US",,,2020-11-25,4393.805866800957,3.7249283667621778,Aitkin,16192.0,15886.0,November 2020,6.0,21.428571428571427,2.0,1.5714285714285714,4.393805866800957,Less than 5%,Armageddon?,0.13488966025790905,560.5039999999999,1272.3630769230788,313.0,197.02883041671913,432.0,150.0,282.0,177.5147928994083,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    197.03<br>Trending:             Upward<br>Percent Infected:      4.39<br>New Cases / Total Cases: 6 / 698<br>New Deaths/ Total Deaths:         2 / 26
23.0,27001.0,Aitkin,Minnesota,US,2020-11-27 05:26:53,46.60962049,-93.41168259999999,698.0,26.0,0.0,672.0,"Aitkin, Minnesota, US",,,2020-11-26,4393.805866800957,3.7249283667621778,Aitkin,16192.0,15886.0,November 2020,0.0,19.285714285714285,0.0,1.1428571428571428,4.393805866800957,Less than 5%,Armageddon?,0.12140069423211809,622.7822222222223,1272.3630769230788,302.0,190.1044945234798,424.0,135.0,289.0,181.9211884678333,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    190.1<br>Trending:             Upward<br>Percent Infected:      4.39<br>New Cases / Total Cases: 0 / 698<br>New Deaths/ Total Deaths:         0 / 26
24.0,27001.0,Aitkin,Minnesota,US,2020-11-28 05:25:50,46.60962049,-93.41168259999999,717.0,29.0,0.0,688.0,"Aitkin, Minnesota, US",,,2020-11-27,4513.408032229636,4.044630404463041,Aitkin,16192.0,15886.0,November 2020,19.0,17.571428571428573,3.0,1.4285714285714286,4.513408032229636,Less than 5%,Armageddon?,0.11060952141148535,682.4601626016264,1272.3630769230788,299.0,188.21603927986908,428.0,123.0,305.0,191.99294976709052,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    188.22<br>Trending:             Downward<br>Percent Infected:      4.51<br>New Cases / Total Cases: 19 / 717<br>New Deaths/ Total Deaths:         3 / 29
25.0,27001.0,Aitkin,Minnesota,US,2020-11-29 05:25:55,46.60962049,-93.41168259999999,755.0,29.0,0.0,726.0,"Aitkin, Minnesota, US",,,2020-11-28,4752.612363086995,3.841059602649007,Aitkin,16192.0,15886.0,November 2020,38.0,19.857142857142858,0.0,1.1428571428571428,4.752612363086995,Less than 5%,Armageddon?,0.12499775183899578,601.9899280575536,1272.3630769230788,297.0,186.9570691174619,432.0,139.0,293.0,184.4391287926476,Upward,County: Aitkin<br>MN Dept of <br>Health Statistic:    186.96<br>Trending:             Upward<br>Percent Infected:      4.75<br>New Cases / Total Cases: 38 / 755<br>New Deaths/ Total Deaths:         0 / 29
26.0,27001.0,Aitkin,Minnesota,US,2020-11-30 05:26:13,46.60962049,-93.41168259999999,767.0,30.0,0.0,737.0,"Aitkin, Minnesota, US",,,2020-11-29,4828.150572831424,3.9113428943937416,Aitkin,16192.0,15886.0,November 2020,12.0,17.142857142857142,1.0,1.1428571428571428,4.828150572831424,Less than 5%,Armageddon?,0.10791172820632726,696.6049999999998,1272.3630769230788,277.0,174.36736749339042,424.0,120.0,304.0,191.36346468588695,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    174.37<br>Trending:             Downward<br>Percent Infected:      4.83<br>New Cases / Total Cases: 12 / 767<br>New Deaths/ Total Deaths:         1 / 30
27.0,27001.0,Aitkin,Minnesota,US,2020-12-01 05:26:18,46.60962049,-93.41168259999999,778.0,30.0,0.0,748.0,"Aitkin, Minnesota, US",,,2020-11-30,4897.393931763817,3.8560411311053984,Aitkin,16192.0,15886.0,November 2020,11.0,12.714285714285714,0.0,1.0,4.897393931763817,Less than 5%,Armageddon?,0.080034531753026,938.377528089888,1272.3630769230788,255.0,160.51869570691176,430.0,89.0,341.0,214.65441269041924,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    160.52<br>Trending:             Downward<br>Percent Infected:      4.9<br>New Cases / Total Cases: 11 / 778<br>New Deaths/ Total Deaths:         0 / 30
28.0,27001.0,Aitkin,Minnesota,US,2020-12-02 05:27:41,46.60962049,-93.41168259999999,788.0,30.0,0.0,758.0,"Aitkin, Minnesota, US",,,2020-12-01,4960.342439884174,3.807106598984772,Aitkin,16192.0,15886.0,December 2020,10.0,13.714285714285714,0.0,0.8571428571428571,4.960342439884175,Less than 5%,Armageddon?,0.08632938256506188,869.224999999999,1272.3630769230788,251.0,158.00075538209745,423.0,96.0,327.0,205.84162155356918,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    158.0<br>Trending:             Downward<br>Percent Infected:      4.96<br>New Cases / Total Cases: 10 / 788<br>New Deaths/ Total Deaths:         0 / 30
29.0,27001.0,Aitkin,Minnesota,US,2020-12-03 05:28:22,46.60962049,-93.41168259999999,795.0,30.0,0.0,765.0,"Aitkin, Minnesota, US",,,2020-12-02,5004.406395568425,3.7735849056603774,Aitkin,16192.0,15886.0,December 2020,7.0,13.857142857142858,0.0,0.5714285714285714,5.004406395568425,Between 5% and 10%,Armageddon?,0.08722864696678112,859.7587628865984,1272.3630769230788,247.0,155.48281505728315,410.0,97.0,313.0,197.02883041671913,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    155.48<br>Trending:             Downward<br>Percent Infected:      5.0<br>New Cases / Total Cases: 7 / 795<br>New Deaths/ Total Deaths:         0 / 30
30.0,27001.0,Aitkin,Minnesota,US,2020-12-04 05:27:27,46.60962049,-93.41168259999999,799.0,30.0,0.0,769.0,"Aitkin, Minnesota, US",,,2020-12-03,5029.585798816568,3.7546933667083855,Aitkin,16192.0,15886.0,December 2020,4.0,14.428571428571429,0.0,0.5714285714285714,5.029585798816568,Between 5% and 10%,Armageddon?,0.09082570457365881,825.4316831683162,1272.3630769230788,236.0,148.5584791640438,403.0,101.0,302.0,190.1044945234798,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    148.56<br>Trending:             Downward<br>Percent Infected:      5.03<br>New Cases / Total Cases: 4 / 799<br>New Deaths/ Total Deaths:         0 / 30
31.0,27001.0,Aitkin,Minnesota,US,2020-12-05 05:27:36,46.60962049,-93.41168259999999,810.0,30.0,0.0,780.0,"Aitkin, Minnesota, US",,,2020-12-04,5098.829157748962,3.703703703703704,Aitkin,16192.0,15886.0,December 2020,11.0,13.285714285714286,0.0,0.14285714285714285,5.098829157748962,Between 5% and 10%,Armageddon?,0.08363158935990368,895.6086021505366,1272.3630769230788,216.0,135.9687775399723,392.0,93.0,299.0,188.21603927986908,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    135.97<br>Trending:             Downward<br>Percent Infected:      5.1<br>New Cases / Total Cases: 11 / 810<br>New Deaths/ Total Deaths:         0 / 30
32.0,27001.0,Aitkin,Minnesota,US,2020-12-06 05:26:18,46.60962049,-93.41168259999999,829.0,30.0,0.0,799.0,"Aitkin, Minnesota, US",,,2020-12-05,5218.431323177641,3.618817852834741,Aitkin,16192.0,15886.0,December 2020,19.0,10.571428571428571,0.0,0.14285714285714285,5.218431323177641,Between 5% and 10%,Armageddon?,0.0665455657272351,1123.764864864865,1272.3630769230788,213.0,134.08032229636157,371.0,74.0,297.0,186.9570691174619,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    134.08<br>Trending:             Downward<br>Percent Infected:      5.22<br>New Cases / Total Cases: 19 / 829<br>New Deaths/ Total Deaths:         0 / 30
33.0,27001.0,Aitkin,Minnesota,US,2020-12-07 05:26:14,46.60962049,-93.41168259999999,845.0,30.0,0.0,815.0,"Aitkin, Minnesota, US",,,2020-12-06,5319.1489361702115,3.5502958579881656,Aitkin,16192.0,15886.0,December 2020,16.0,11.142857142857142,0.0,0.0,5.319148936170213,Between 5% and 10%,Armageddon?,0.07014262333411267,1064.7000000000005,1272.3630769230788,198.0,124.63804607830794,355.0,78.0,277.0,174.36736749339042,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    124.64<br>Trending:             Downward<br>Percent Infected:      5.32<br>New Cases / Total Cases: 16 / 845<br>New Deaths/ Total Deaths:         0 / 30
34.0,27001.0,Aitkin,Minnesota,US,2020-12-08 05:27:42,46.60962049,-93.41168259999999,861.0,30.0,0.0,831.0,"Aitkin, Minnesota, US",,,2020-12-07,5419.8665491627835,3.484320557491289,Aitkin,16192.0,15886.0,December 2020,16.0,11.857142857142858,0.0,0.0,5.419866549162784,Between 5% and 10%,Armageddon?,0.07463894534270958,999.2120481927722,1272.3630769230788,172.0,108.27143396701499,338.0,83.0,255.0,160.51869570691176,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    108.27<br>Trending:             Downward<br>Percent Infected:      5.42<br>New Cases / Total Cases: 16 / 861<br>New Deaths/ Total Deaths:         0 / 30
35.0,27001.0,Aitkin,Minnesota,US,2020-12-09 05:28:01,46.60962049,-93.41168259999999,865.0,30.0,0.0,835.0,"Aitkin, Minnesota, US",,,2020-12-08,5445.045952410927,3.4682080924855487,Aitkin,16192.0,15886.0,December 2020,4.0,11.0,0.0,0.0,5.445045952410928,Between 5% and 10%,Armageddon?,0.0692433589323933,1076.709090909091,1272.3630769230788,173.0,108.90091904821855,328.0,77.0,251.0,158.00075538209745,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    108.9<br>Trending:             Downward<br>Percent Infected:      5.45<br>New Cases / Total Cases: 4 / 865<br>New Deaths/ Total Deaths:         0 / 30
36.0,27001.0,Aitkin,Minnesota,US,2020-12-10 05:26:19,46.60962049,-93.41168259999999,863.0,30.0,0.0,833.0,"Aitkin, Minnesota, US",,,2020-12-09,5432.456250786858,3.4762456546929315,Aitkin,16192.0,15886.0,December 2020,-2.0,9.714285714285714,0.0,0.0,5.432456250786856,Between 5% and 10%,Armageddon?,0.061149979316918825,1219.4205882352928,1272.3630769230788,165.0,103.86503839858996,315.0,68.0,247.0,155.48281505728315,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    103.87<br>Trending:             Downward<br>Percent Infected:      5.43<br>New Cases / Total Cases: -2 / 863<br>New Deaths/ Total Deaths:         0 / 30
37.0,27001.0,Aitkin,Minnesota,US,2020-12-11 05:26:59,46.60962049,-93.41168259999999,871.0,30.0,0.0,841.0,"Aitkin, Minnesota, US",,,2020-12-10,5482.815057283143,3.444316877152698,Aitkin,16192.0,15886.0,December 2020,8.0,10.285714285714286,0.0,0.0,5.482815057283142,Between 5% and 10%,Armageddon?,0.06474703692379626,1150.8972222222235,1272.3630769230788,173.0,108.90091904821855,308.0,72.0,236.0,148.5584791640438,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    108.9<br>Trending:             Downward<br>Percent Infected:      5.48<br>New Cases / Total Cases: 8 / 871<br>New Deaths/ Total Deaths:         0 / 30
38.0,27001.0,Aitkin,Minnesota,US,2020-12-12 05:26:19,46.60962049,-93.41168259999999,884.0,31.0,0.0,853.0,"Aitkin, Minnesota, US",,,2020-12-11,5564.648117839607,3.5067873303167416,Aitkin,16192.0,15886.0,December 2020,13.0,10.571428571428571,1.0,0.14285714285714285,5.564648117839607,Between 5% and 10%,Armageddon?,0.0665455657272351,1118.5621621621624,1272.3630769230788,167.0,105.1240085609971,290.0,74.0,216.0,135.9687775399723,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    105.12<br>Trending:             Downward<br>Percent Infected:      5.56<br>New Cases / Total Cases: 13 / 884<br>New Deaths/ Total Deaths:         1 / 31
39.0,27001.0,Aitkin,Minnesota,US,2020-12-13 05:27:20,46.60962049,-93.41168259999999,894.0,31.0,0.0,863.0,"Aitkin, Minnesota, US",,,2020-12-12,5627.5966259599645,3.4675615212527964,Aitkin,16192.0,15886.0,December 2020,10.0,9.285714285714286,0.0,0.14285714285714285,5.627596625959964,Between 5% and 10%,Elem. & MS/HS distance,0.05845218611176049,1272.3630769230788,1272.3630769230788,139.0,87.498426287297,278.0,65.0,213.0,134.08032229636157,Downward,County: Aitkin<br>MN Dept of <br>Health Statistic:    87.5<br>Trending:             Downward<br>Percent Infected:      5.63<br>New Cases / Total Cases: 10 / 894<br>New Deaths/ Total Deaths:         0 / 31
