Date,FIPS,Admin2,ratio,schooling,text,infect,perc_infected,herd_days
2020-10-21,27001.0,Aitkin,30.8447689789752,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    30.84<br>Trending:             Upward<br>Percent Infected:      0.99<br>New Cases / Total Cases: 1 / 157<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,0.9882915774896135,3137.95
2020-10-22,27001.0,Aitkin,32.10373914138235,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    32.1<br>Trending:             Upward<br>Percent Infected:      1.0<br>New Cases / Total Cases: 2 / 159<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.000881279113685,3378.7923076923094
2020-10-23,27001.0,Aitkin,33.99219438499308,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    33.99<br>Trending:             Upward<br>Percent Infected:      1.04<br>New Cases / Total Cases: 6 / 165<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.0386503839858996,3512.2639999999988
2020-10-24,27001.0,Aitkin,40.28704519702883,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    40.29<br>Trending:             Upward<br>Percent Infected:      1.11<br>New Cases / Total Cases: 12 / 177<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.1141885937303286,2829.76129032258
2020-10-25,27001.0,Aitkin,39.02807503462168,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    39.03<br>Trending:             Upward<br>Percent Infected:      1.13<br>New Cases / Total Cases: 2 / 179<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.1267782953544,3132.45
2020-10-26,27001.0,Aitkin,37.76910487221453,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    37.77<br>Trending:             Upward<br>Percent Infected:      1.13<br>New Cases / Total Cases: 0 / 179<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.1267782953544,3508.3439999999987
2020-10-27,27001.0,Aitkin,39.657560115825255,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    39.66<br>Trending:             Upward<br>Percent Infected:      1.17<br>New Cases / Total Cases: 7 / 186<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.1708422510386505,2921.9866666666658
2020-10-28,27001.0,Aitkin,37.13961979101095,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    37.14<br>Trending:             Upward<br>Percent Infected:      1.18<br>New Cases / Total Cases: 2 / 188<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.183431952662722,2827.2774193548385
2020-10-29,27001.0,Aitkin,40.91653027823241,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    40.92<br>Trending:             Upward<br>Percent Infected:      1.25<br>New Cases / Total Cases: 10 / 198<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.2463804607830795,2245.528205128204
2020-10-30,27001.0,Aitkin,46.581896009064586,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    46.58<br>Trending:             Upward<br>Percent Infected:      1.35<br>New Cases / Total Cases: 16 / 214<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.3470980737756515,1784.971428571429
2020-10-31,27001.0,Aitkin,49.09983633387889,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    49.1<br>Trending:             Upward<br>Percent Infected:      1.41<br>New Cases / Total Cases: 10 / 224<br>New Deaths/ Total Deaths:         0 / 2,Less than 5%,1.410046581896009,1859.4382978723406
2020-11-01,27001.0,Aitkin,50.98829157748961,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    50.99<br>Trending:             Upward<br>Percent Infected:      1.46<br>New Cases / Total Cases: 8 / 232<br>New Deaths/ Total Deaths:         1 / 3,Less than 5%,1.4604053883922952,1647.8792452830187
2020-11-02,27001.0,Aitkin,56.65365730832179,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    56.65<br>Trending:             Upward<br>Percent Infected:      1.54<br>New Cases / Total Cases: 12 / 244<br>New Deaths/ Total Deaths:         1 / 4,Less than 5%,1.5359435981367242,1342.3630769230767
2020-11-03,27001.0,Aitkin,58.54211255193252,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    58.54<br>Trending:             Upward<br>Percent Infected:      1.57<br>New Cases / Total Cases: 5 / 249<br>New Deaths/ Total Deaths:         0 / 4,Less than 5%,1.5674178521969029,1384.422222222223
2020-11-04,27001.0,Aitkin,68.61387385118972,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    68.61<br>Trending:             Upward<br>Percent Infected:      1.67<br>New Cases / Total Cases: 17 / 266<br>New Deaths/ Total Deaths:         1 / 5,Less than 5%,1.6744303160015108,1116.6615384615386
2020-11-05,27001.0,Aitkin,72.39078433841118,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    72.39<br>Trending:             Upward<br>Percent Infected:      1.72<br>New Cases / Total Cases: 8 / 274<br>New Deaths/ Total Deaths:         0 / 5,Less than 5%,1.7247891224977967,1145.3105263157897
2020-11-06,27001.0,Aitkin,78.05615006924336,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    78.06<br>Trending:             Upward<br>Percent Infected:      1.82<br>New Cases / Total Cases: 15 / 289<br>New Deaths/ Total Deaths:         0 / 5,Less than 5%,1.8192118846783332,1159.181333333333
2020-11-07,27001.0,Aitkin,91.90482185572202,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    91.9<br>Trending:             Upward<br>Percent Infected:      2.03<br>New Cases / Total Cases: 34 / 323<br>New Deaths/ Total Deaths:         0 / 5,Less than 5%,2.033236812287549,875.7636363636362
2020-11-08,27001.0,Aitkin,103.23555331738638,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    103.24<br>Trending:             Upward<br>Percent Infected:      2.16<br>New Cases / Total Cases: 20 / 343<br>New Deaths/ Total Deaths:         0 / 5,Less than 5%,2.159133828528264,779.8252252252252
2020-11-09,27001.0,Aitkin,106.38297872340425,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    106.38<br>Trending:             Upward<br>Percent Infected:      2.19<br>New Cases / Total Cases: 5 / 348<br>New Deaths/ Total Deaths:         2 / 7,Less than 5%,2.190608082588443,831.9769230769228
2020-11-10,27001.0,Aitkin,112.67782953544001,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    112.68<br>Trending:             Upward<br>Percent Infected:      2.3<br>New Cases / Total Cases: 17 / 365<br>New Deaths/ Total Deaths:         1 / 8,Less than 5%,2.2976205463930506,744.8844827586206
2020-11-11,27001.0,Aitkin,124.00856099710437,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    124.01<br>Trending:             Upward<br>Percent Infected:      2.42<br>New Cases / Total Cases: 20 / 385<br>New Deaths/ Total Deaths:         0 / 8,Less than 5%,2.4235175626337657,724.9294117647058
2020-11-12,27001.0,Aitkin,124.63804607830794,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    124.64<br>Trending:             Upward<br>Percent Infected:      2.49<br>New Cases / Total Cases: 11 / 396<br>New Deaths/ Total Deaths:         1 / 9,Less than 5%,2.492760921566159,706.4721311475408
2020-11-13,27001.0,Aitkin,128.4149565655294,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    128.41<br>Trending:             Upward<br>Percent Infected:      2.63<br>New Cases / Total Cases: 22 / 418<br>New Deaths/ Total Deaths:         1 / 10,Less than 5%,2.6312476394309456,666.9426356589147
2020-11-14,27001.0,Aitkin,147.29950900163666,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    147.3<br>Trending:             Upward<br>Percent Infected:      2.88<br>New Cases / Total Cases: 40 / 458<br>New Deaths/ Total Deaths:         2 / 12,Less than 5%,2.8830416719123755,635.2266666666668
2020-11-15,27001.0,Aitkin,162.40715095052246,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    162.41<br>Trending:             Upward<br>Percent Infected:      3.08<br>New Cases / Total Cases: 32 / 490<br>New Deaths/ Total Deaths:         1 / 13,Less than 5%,3.08447689789752,581.8476190476191
2020-11-16,27001.0,Aitkin,175.62633765579756,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    175.63<br>Trending:             Upward<br>Percent Infected:      3.29<br>New Cases / Total Cases: 33 / 523<br>New Deaths/ Total Deaths:         0 / 13,Less than 5%,3.2922069746947,487.43200000000013
2020-11-17,27001.0,Aitkin,181.29170338662973,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    181.29<br>Trending:             Upward<br>Percent Infected:      3.38<br>New Cases / Total Cases: 14 / 537<br>New Deaths/ Total Deaths:         0 / 13,Less than 5%,3.3803348860632,495.36395348837226
2020-11-18,27001.0,Aitkin,177.5147928994083,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    177.51<br>Trending:             Upward<br>Percent Infected:      3.45<br>New Cases / Total Cases: 11 / 548<br>New Deaths/ Total Deaths:         2 / 15,Less than 5%,3.4495782449955934,522.2429447852762
2020-11-19,27001.0,Aitkin,181.9211884678333,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    181.92<br>Trending:             Upward<br>Percent Infected:      3.54<br>New Cases / Total Cases: 15 / 563<br>New Deaths/ Total Deaths:         3 / 18,Less than 5%,3.54400100717613,509.10538922155683
2020-11-20,27001.0,Aitkin,191.99294976709052,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    191.99<br>Trending:             Upward<br>Percent Infected:      3.74<br>New Cases / Total Cases: 31 / 594<br>New Deaths/ Total Deaths:         1 / 19,Less than 5%,3.7391413823492385,481.8386363636364
2020-11-21,27001.0,Aitkin,184.4391287926476,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    184.44<br>Trending:             Upward<br>Percent Infected:      3.88<br>New Cases / Total Cases: 22 / 616<br>New Deaths/ Total Deaths:         2 / 21,Less than 5%,3.8776281002140247,535.7569620253165
2020-11-22,27001.0,Aitkin,191.36346468588695,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    191.36<br>Trending:             Upward<br>Percent Infected:      4.07<br>New Cases / Total Cases: 31 / 647<br>New Deaths/ Total Deaths:         1 / 22,Less than 5%,4.072768475387133,537.7872611464969
2020-11-23,27001.0,Aitkin,214.65441269041924,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    214.65<br>Trending:             Upward<br>Percent Infected:      4.34<br>New Cases / Total Cases: 42 / 689<br>New Deaths/ Total Deaths:         1 / 23,Less than 5%,4.337152209492635,506.8590361445782
2020-11-24,27001.0,Aitkin,205.84162155356918,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    205.84<br>Trending:             Upward<br>Percent Infected:      4.36<br>New Cases / Total Cases: 3 / 692<br>New Deaths/ Total Deaths:         1 / 24,Less than 5%,4.356036761928742,542.6941935483871
2020-11-25,27001.0,Aitkin,197.02883041671913,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    197.03<br>Trending:             Upward<br>Percent Infected:      4.39<br>New Cases / Total Cases: 6 / 698<br>New Deaths/ Total Deaths:         2 / 26,Less than 5%,4.393805866800957,560.5039999999999
2020-11-26,27001.0,Aitkin,190.1044945234798,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    190.1<br>Trending:             Upward<br>Percent Infected:      4.39<br>New Cases / Total Cases: 0 / 698<br>New Deaths/ Total Deaths:         0 / 26,Less than 5%,4.393805866800957,622.7822222222223
2020-11-27,27001.0,Aitkin,188.21603927986908,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    188.22<br>Trending:             Downward<br>Percent Infected:      4.51<br>New Cases / Total Cases: 19 / 717<br>New Deaths/ Total Deaths:         3 / 29,Less than 5%,4.513408032229636,682.4601626016264
2020-11-28,27001.0,Aitkin,186.9570691174619,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    186.96<br>Trending:             Upward<br>Percent Infected:      4.75<br>New Cases / Total Cases: 38 / 755<br>New Deaths/ Total Deaths:         0 / 29,Less than 5%,4.752612363086995,601.9899280575536
2020-11-29,27001.0,Aitkin,174.36736749339042,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    174.37<br>Trending:             Downward<br>Percent Infected:      4.83<br>New Cases / Total Cases: 12 / 767<br>New Deaths/ Total Deaths:         1 / 30,Less than 5%,4.828150572831424,696.6049999999998
2020-11-30,27001.0,Aitkin,160.51869570691176,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    160.52<br>Trending:             Downward<br>Percent Infected:      4.9<br>New Cases / Total Cases: 11 / 778<br>New Deaths/ Total Deaths:         0 / 30,Less than 5%,4.897393931763817,938.377528089888
2020-12-01,27001.0,Aitkin,158.00075538209745,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    158.0<br>Trending:             Downward<br>Percent Infected:      4.96<br>New Cases / Total Cases: 10 / 788<br>New Deaths/ Total Deaths:         0 / 30,Less than 5%,4.960342439884175,869.224999999999
2020-12-02,27001.0,Aitkin,155.48281505728315,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    155.48<br>Trending:             Downward<br>Percent Infected:      5.0<br>New Cases / Total Cases: 7 / 795<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.004406395568425,859.7587628865984
2020-12-03,27001.0,Aitkin,148.5584791640438,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    148.56<br>Trending:             Downward<br>Percent Infected:      5.03<br>New Cases / Total Cases: 4 / 799<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.029585798816568,825.4316831683162
2020-12-04,27001.0,Aitkin,135.9687775399723,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    135.97<br>Trending:             Downward<br>Percent Infected:      5.1<br>New Cases / Total Cases: 11 / 810<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.098829157748962,895.6086021505366
2020-12-05,27001.0,Aitkin,134.08032229636157,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    134.08<br>Trending:             Downward<br>Percent Infected:      5.22<br>New Cases / Total Cases: 19 / 829<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.218431323177641,1123.764864864865
2020-12-06,27001.0,Aitkin,124.63804607830794,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    124.64<br>Trending:             Downward<br>Percent Infected:      5.32<br>New Cases / Total Cases: 16 / 845<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.319148936170213,1064.7000000000005
2020-12-07,27001.0,Aitkin,108.27143396701499,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    108.27<br>Trending:             Downward<br>Percent Infected:      5.42<br>New Cases / Total Cases: 16 / 861<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.419866549162784,999.2120481927722
2020-12-08,27001.0,Aitkin,108.90091904821855,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    108.9<br>Trending:             Downward<br>Percent Infected:      5.45<br>New Cases / Total Cases: 4 / 865<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.445045952410928,1076.709090909091
2020-12-09,27001.0,Aitkin,103.86503839858996,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    103.87<br>Trending:             Downward<br>Percent Infected:      5.43<br>New Cases / Total Cases: -2 / 863<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.432456250786856,1219.4205882352928
2020-12-10,27001.0,Aitkin,108.90091904821855,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    108.9<br>Trending:             Downward<br>Percent Infected:      5.48<br>New Cases / Total Cases: 8 / 871<br>New Deaths/ Total Deaths:         0 / 30,Between 5% and 10%,5.482815057283142,1150.8972222222235
2020-12-11,27001.0,Aitkin,105.1240085609971,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    105.12<br>Trending:             Downward<br>Percent Infected:      5.56<br>New Cases / Total Cases: 13 / 884<br>New Deaths/ Total Deaths:         1 / 31,Between 5% and 10%,5.564648117839607,1118.5621621621624
2020-12-12,27001.0,Aitkin,87.498426287297,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    87.5<br>Trending:             Downward<br>Percent Infected:      5.63<br>New Cases / Total Cases: 10 / 894<br>New Deaths/ Total Deaths:         0 / 31,Between 5% and 10%,5.627596625959964,1272.3630769230788
2020-12-13,27001.0,Aitkin,100.0881279113685,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    100.09<br>Trending:             Downward<br>Percent Infected:      5.83<br>New Cases / Total Cases: 32 / 926<br>New Deaths/ Total Deaths:         0 / 31,Between 5% and 10%,5.829031851945109,1018.2666666666669
2020-12-14,27001.0,Aitkin,95.0522472617399,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    95.05<br>Trending:             Downward<br>Percent Infected:      5.85<br>New Cases / Total Cases: 3 / 929<br>New Deaths/ Total Deaths:         0 / 31,Between 5% and 10%,5.847916404381216,1212.626470588234
2020-12-15,27001.0,Aitkin,96.31121742414705,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    96.31<br>Trending:             Downward<br>Percent Infected:      5.92<br>New Cases / Total Cases: 12 / 941<br>New Deaths/ Total Deaths:         0 / 31,Between 5% and 10%,5.923454614125645,1083.876315789475
